0.6797336	0.0816034
0.48960492	0.09795867
0.46857575	0.0997058
0.45366076	0.1029902
0.34301347	0.12290551
0.33209518	0.1239967
0.31636593	0.13152306
0.24479602	0.15511686
0.23536688	0.1569558
0.22577864	0.16550456
0.17071152	0.19634789
0.16375718	0.20765312
0.14555372	0.22885738
0.13301112	0.24707812
0.12154932	0.27311173
0.114727035	0.3001147
0.112886354	0.31275305
0.11210656	0.3832598
0.108789235	0.42614612
0.10605905	0.44148263
0.09536479	0.50855035
0.090847954	0.5687985
0.084568284	0.6268807
0.08225568	0.66886103
0.076041006	0.7481012
0.07362058	0.84664845
0.06774454	0.9810308
0.06758819	1.0591367
0.065436825	1.1333984
0.06604441	1.9205663
0.067121305	2.025172
0.06758819	2.1735623
0.06964917	2.367447
0.07345068	2.6015198
0.07927027	2.9879127
0.084568284	3.3320594
0.09232928	3.661505
0.10581428	4.1929607
0.11686744	4.580454
0.1290752	4.9016137
0.14092067	5.291861
0.15033908	5.498486
0.1585447	5.679611
0.16375718	5.832234
0.1898552	6.2965736
0.20775807	6.7182364
0.21458852	6.797882
0.24423106	7.382478
0.25815716	7.58086
0.27668673	7.830581
0.28843692	7.9234138
0.29723227	8.088528
0.312732	8.478967
0.34222183	8.706814
