0.1916318	 9.884959
0.1902045	 9.6588322
0.1887878	 9.5477161
0.1873817	 9.329304
0.1859861	 9.1158883
0.1846009	 8.9073546
0.1832259	 8.8048836
0.1818613	 8.6034644
0.1805068	 8.4066529
0.1791624	 8.3099419
0.1778279	 8.3099419
0.1765035	 8.119845
0.1751889	 8.119845
0.173884	 8.0264335
0.1725889	 7.9340967
0.1713035	 7.9340967
0.1700276	 7.8428221
0.1687612	 7.8428221
0.1675043	 7.7525975
0.1662567	 7.6634109
0.1650184	 7.6634109
0.1637894	 7.5752503
0.1625695	 7.4881039
0.1613586	 7.4881039
0.1601568	 7.3168071
0.158964	 7.3168071
0.15778	 7.2326339
0.1566048	 7.149429
0.1554384	 7.149429
0.1542807	 7.0671813
0.1531316	 7.0671813
0.1519911	 6.9858797
0.1508591	 6.9055135
0.1497355	 6.9055135
0.1486202	 6.8260718
0.1475133	 6.8260718
0.1464146	 6.7475441
0.1453241	 6.7475441
0.1442417	 6.6699197
0.1431674	 6.5931883
0.1421011	 6.5931883
0.1410427	 6.5173396
0.1399922	 6.5173396
0.1389495	 6.4423635
0.1379146	 6.4423635
0.1368875	 6.3682499
0.1358679	 6.294989
0.134856	 6.294989
0.1338515	 6.2225708
0.1328546	 6.2225708
0.1318651	 6.1509858
0.130883	 6.1509858
0.1299081	 6.0802243
0.1289406	 6.0102768
0.1279802	 6.0102768
0.127027	 5.941134
0.1260809	 5.941134
0.1251419	 5.8727866
0.1242098	 5.8727866
0.1232847	 5.8052255
0.1223664	 5.7384416
0.1214551	 5.7384416
0.1205504	 5.6724261
0.1187614	 5.6071699
0.1178769	 5.6071699
0.1169989	 5.5426644
0.1161275	 5.4789012
0.1152626	 5.4789012
0.1144041	 5.4158714
0.113552	 5.4158714
0.1118668	 5.3535667
0.1110336	 5.2919787
0.1102066	 5.2310993
0.1093858	 5.2310993
0.1085711	 5.1709202
0.1069598	 5.1114335
0.1061632	 5.1114335
0.1053725	 5.0526311
0.1045877	 4.9945051
0.1030355	 4.9370479
0.1022681	 4.9370479
0.1015063	 4.9370479
0.1	 4.8802516
0.0992552	 4.8802516
0.0985159	 4.8802516
0.0970539	 4.8241087
0.096331	 4.8241087
0.0956136	 4.7686117
0.0941946	 4.7137531
0.093493	 4.6595257
0.0921055	 4.605922
0.0914195	 4.605922
0.0900628	 4.5529351
0.089392	 4.5005576
0.0880654	 4.4487828
0.0874095	 4.3976036
0.0861122	 4.3470132
0.0854709	 4.3470132
0.0842024	 4.2475716
0.0835753	 4.2475716
0.082335	 4.1987071
0.0811131	 4.1504048
0.0805088	 4.1026581
0.0793141	 4.0554607
0.0781371	 4.0088063
0.0775551	 3.9626886
0.0764041	 3.9171015
0.0752703	 3.8720388
0.0741532	 3.8274945
0.0736009	 3.7834626
0.0725086	 3.7399373
0.0714325	 3.6969127
0.0703724	 3.6123427
0.0693281	 3.5297073
0.0682992	 3.4891012
0.0672856	 3.4489623
0.066287	 3.4092851
0.0653033	 3.3312948
0.0643341	 3.2929713
0.0633794	 3.2550886
0.0624388	 3.1806257
0.0615122	 3.1078662
0.0605993	 3.072113
0.0592553	 2.9673024
0.0583759	 2.9331663
0.0575096	 2.8994229
0.0562341	 2.8330961
0.0553996	 2.7682866
0.0545773	 2.7049596
0.053367	 2.6430815
0.052575	 2.5529081
0.051409	 2.4094036
0.0502688	 2.3004301
0.0495228	 2.2478058
0.0484245	 2.1461412
0.0473505	 2.0729218
0.0463004	 1.9791669
0.0456132	 1.9116441
0.0446016	 1.7834309
0.0436124	 1.6831804
0.0423276	 1.5522254
0.0426452	 1.5343684
0.0439397	 1.4481182
0.0449363	 1.3987131
0.0459555	 1.3667164
0.0466478	 1.3200884
0.0463004	 1.1895341
0.0466478	 1.1226677
0.0477058	 1.0718913
0.0487879	 1.0595602
0.0498944	 1.0473709
0.050646	 1.0353218
0.0517947	 1.0234114
0.0529695	 1.011638
0.0537675	 1.0
0.054987	 0.9884959
0.0558153	 0.9884959
0.0566561	 0.9771242
0.0579411	 0.9658832
0.058814	 0.9658832
0.0597	 0.9547716
0.061054	 0.9437878
0.0619738	 0.9437878
0.0629073	 0.9329304
0.063855	 0.9329304
0.0648169	 0.9221979
0.0657933	 0.9221979
0.0667844	 0.9115888
0.0677905	 0.9011018
0.0688117	 0.9011018
0.0698483	 0.8907355
0.0709005	 0.8804884
0.0719686	 0.8703591
0.0730527	 0.8504489
0.0741532	 0.8406653
0.0747096	 0.8309942
0.0741532	 0.8214344
0.0736009	 0.8119844
0.0725086	 0.7842822
0.0714325	 0.7663411
0.0703724	 0.7488104
0.0693281	 0.740196
0.0682992	 0.7149429
0.0672856	 0.6905514
0.0677905	 0.6593187
0.0688117	 0.6294989
0.0698483	 0.6150986
0.0709005	 0.6080223
0.0719686	 0.6010277
0.0730527	 0.5941134
0.0741532	 0.5872787
0.0747096	 0.5805226
0.0758351	 0.5738442
0.0769775	 0.5672426
0.0781371	 0.560717
0.0787233	 0.5542665
0.0799093	 0.5478901
0.0811131	 0.5353567
0.0817218	 0.5353567
0.0829528	 0.5231099
0.0842024	 0.5170919
0.0848343	 0.5170919
0.0861122	 0.5052631
0.0867584	 0.5052631
0.0880654	 0.4937048
0.0887262	 0.4880252
0.0900628	 0.4713753
0.0907386	 0.4659526
0.0921055	 0.4448783
0.0927967	 0.4297005
0.0941946	 0.3827494
0.0949014	 0.3612343
0.096331	 0.3489101
0.0970539	 0.3409285
0.0977822	 0.3331295
0.0992552	 0.3217642
0.1	 0.3144035
0.1007504	 0.3107866
0.1022681	 0.3001836
0.1030355	 0.2967302
0.1038087	 0.2933166
0.1053725	 0.2899422
0.1061632	 0.2866068
0.1069598	 0.2833096
0.1077625	 0.2800504
0.1093858	 0.2768287
0.1102066	 0.273644
0.1110336	 0.270496
0.1118668	 0.2673842
0.1127063	 0.2673842
0.1144041	 0.2612675
0.1152626	 0.2612675
0.1161275	 0.2582619
0.1169989	 0.2552908
0.1178769	 0.2552908
0.1187614	 0.2523539
0.1196526	 0.2494508
0.1214551	 0.2465811
0.1223664	 0.2465811
0.1232847	 0.2437444
0.1242098	 0.2437444
0.1251419	 0.2409404
0.1260809	 0.2409404
0.127027	 0.2381686
0.1279802	 0.2354286
0.1289406	 0.2354286
0.1299081	 0.2327202
0.130883	 0.2327202
0.1318651	 0.230043
0.1328546	 0.230043
0.1338515	 0.2273966
0.134856	 0.2247805
0.1358679	 0.2247805
0.1368875	 0.2221947
0.1379146	 0.2221947
0.1389495	 0.2221947
0.1399922	 0.2196385
0.1410427	 0.2196385
0.1421011	 0.2171118
0.1431674	 0.2146141
0.1442417	 0.2146141
0.1453241	 0.2121452
0.1464146	 0.2121452
0.1475133	 0.2097046
0.1486202	 0.2097046
0.1497355	 0.2072922
0.1508591	 0.2072922
0.1519911	 0.2072922
0.1531316	 0.2049075
0.1542807	 0.2049075
0.1554384	 0.2025502
0.1566048	 0.2025502
0.15778	 0.20022
0.158964	 0.1979167
0.1601568	 0.1979167
0.1613586	 0.1956398
0.1625695	 0.1956398
0.1637894	 0.1956398
0.1650184	 0.1933892
0.1662567	 0.1933892
0.1675043	 0.1911644
0.1687612	 0.1911644
0.1700276	 0.1911644
0.1713035	 0.1889652
0.1725889	 0.1889652
0.173884	 0.1867914
0.1751889	 0.1867914
0.1765035	 0.1846425
0.1778279	 0.1846425
0.1791624	 0.1846425
0.1805068	 0.1825183
0.1818613	 0.1825183
0.1832259	 0.1804186
0.1846009	 0.1804186
0.1859861	 0.1783431
0.1873817	 0.1783431
0.1887878	 0.1783431
0.1902045	 0.1762914
0.1916318	 0.1762914
0.1930698	 0.1742633
0.1945186	 0.1742633
0.1959781	 0.1722586
0.1974488	 0.1722586
0.1989305	 0.1722586
0.2004232	 0.1702769
0.2019272	 0.1702769
0.2034424	 0.168318
0.2049691	 0.168318
0.2065071	 0.1663817
0.2080568	 0.1663817
0.209618	 0.1663817
0.211191	 0.1644676
0.2127757	 0.1644676
0.2143724	 0.1625756
0.215981	 0.1625756
0.2176017	 0.1607053
0.2192346	 0.1607053
0.2208797	 0.1607053
0.2225372	 0.1588565
0.2242071	 0.1588565
0.2258895	 0.157029
0.2275846	 0.157029
0.2292924	 0.157029
0.231013	 0.1552225
0.2327465	 0.1552225
0.234493	 0.1552225
0.2362526	 0.1534368
0.2380254	 0.1534368
0.2398116	 0.1516717
0.2416111	 0.1516717
0.2434241	 0.1516717
0.2452508	 0.1499268
0.2470911	 0.1499268
0.2489453	 0.1499268
0.2508134	 0.1482021
0.2526954	 0.1482021
0.2545917	 0.1464971
0.2565021	 0.1464971
0.2584269	 0.1448118
0.2603661	 0.1448118
0.2623199	 0.1448118
0.2642883	 0.1431459
0.2662715	 0.1431459
0.2682696	 0.141499
0.2702827	 0.141499
0.2723108	 0.141499
0.2743541	 0.1398713
0.276413	 0.1398713
0.2784872	 0.1398713
0.2805769	 0.1382622
0.2826824	 0.1382622
0.2848036	 0.1366716
0.2869407	 0.1366716
0.2890939	 0.1366716
0.2912633	 0.1350994
0.2934489	 0.1350994
0.2956509	 0.1350994
0.2978695	 0.1335452
0.3001047	 0.1335452
0.3023566	 0.1320088
0.3046255	 0.1320088
0.3069114	 0.1320088
0.3092144	 0.1304902
0.3115347	 0.1304902
0.3138725	 0.1304902
0.3162278	 0.128989
0.3186007	 0.128989
0.3209914	 0.1275051
0.3234002	 0.1275051
0.3258269	 0.1275051
0.3282719	 0.1260383
0.3307353	 0.1260383
0.3332171	 0.1260383
0.3357175	 0.1245883
0.3382367	 0.1245883
0.3407748	 0.1231551
0.343332	 0.1231551
0.3459083	 0.1231551
0.348504	 0.1217383
