#  Created by D.Norcini                  #
#  Version 0 (10/13/16)                  #
#  Key:                                  #
#  [Energy] antineutrino energy in MeV   #
#  [Xsection] IBD cross-section in cm^2  #
#  [Flux] antineutrinos emitted per GJ   #
#
#  Energy Xsection         Flux          #
   3.188  3.292016621e-43  2.258597683e+16  
   3.189  3.295628222e-43  2.257329045e+16  
   3.19   3.299241722e-43  2.256060408e+16  
   3.191  3.302857122e-43  2.25479177e+16   
   3.192  3.306474422e-43  2.253523132e+16  
   3.193  3.310093622e-43  2.252254495e+16  
   3.194  3.313714721e-43  2.250985857e+16  
   3.195  3.31733772e-43   2.24971722e+16   
   3.196  3.320962619e-43  2.248448582e+16  
   3.197  3.324589418e-43  2.246757066e+16  
   3.198  3.328218116e-43  2.245488428e+16  
   3.199  3.331848715e-43  2.244219791e+16  
   3.2    3.335481213e-43  2.242951153e+16  
   3.201  3.339115611e-43  2.240413878e+16  
   3.202  3.342751909e-43  2.23914524e+16   
   3.203  3.346390107e-43  2.237876603e+16  
   3.204  3.350030204e-43  2.235339328e+16  
   3.205  3.353672202e-43  2.23407069e+16   
   3.206  3.357316099e-43  2.233224932e+16  
   3.207  3.360961896e-43  2.231533415e+16  
   3.208  3.364609593e-43  2.230264778e+16  
   3.209  3.36825919e-43   2.22899614e+16   
   3.21   3.371910687e-43  2.227727503e+16  
   3.211  3.375564084e-43  2.226458865e+16  
   3.212  3.379219381e-43  2.225190228e+16  
   3.213  3.382876577e-43  2.222230073e+16  
   3.214  3.386535674e-43  2.220961436e+16  
   3.215  3.390196671e-43  2.219692798e+16  
   3.216  3.393859567e-43  2.218424161e+16  
   3.217  3.397524364e-43  2.217155523e+16  
   3.218  3.401191061e-43  2.215886886e+16  
   3.219  3.404859657e-43  2.214618248e+16  
   3.22   3.408530154e-43  2.213349611e+16  
   3.221  3.41220255e-43   2.211235215e+16  
   3.222  3.415876847e-43  2.209966577e+16  
   3.223  3.419553044e-43  2.208275061e+16  
   3.224  3.42323114e-43   2.207006423e+16  
   3.225  3.426911137e-43  2.205737786e+16  
   3.226  3.430593034e-43  2.204469148e+16  
   3.227  3.434276831e-43  2.20320051e+16   
   3.228  3.437962528e-43  2.201931873e+16  
   3.229  3.441650125e-43  2.200663235e+16  
   3.23   3.445339622e-43  2.199394598e+16  
   3.231  3.449031019e-43  2.19812596e+16   
   3.232  3.452724316e-43  2.196857323e+16  
   3.233  3.456419514e-43  2.195588685e+16  
   3.234  3.460116611e-43  2.193897169e+16  
   3.235  3.463815609e-43  2.192628531e+16  
   3.236  3.467516507e-43  2.191359894e+16  
   3.237  3.471219305e-43  2.190091256e+16  
   3.238  3.474924003e-43  2.188822618e+16  
   3.239  3.478630601e-43  2.187553981e+16  
   3.24   3.4823391e-43    2.174867606e+16  
   3.241  3.486049498e-43  2.173598968e+16  
   3.242  3.489761797e-43  2.171907451e+16  
   3.243  3.493475996e-43  2.170638814e+16  
   3.244  3.497192096e-43  2.169370176e+16  
   3.245  3.500910095e-43  2.168101539e+16  
   3.246  3.504629995e-43  2.166832901e+16  
   3.247  3.508351795e-43  2.164718505e+16  
   3.248  3.512075495e-43  2.147803338e+16  
   3.249  3.515801096e-43  2.143151667e+16  
   3.25   3.519528596e-43  2.14188303e+16   
   3.251  3.523257997e-43  2.140614392e+16  
   3.252  3.526989298e-43  2.139345755e+16  
   3.253  3.5307225e-43    2.138077117e+16  
   3.254  3.534457602e-43  2.13680848e+16   
   3.255  3.538194604e-43  2.135539842e+16  
   3.256  3.541933506e-43  2.134271205e+16  
   3.257  3.545674309e-43  2.133002567e+16  
   3.258  3.549417012e-43  2.132156809e+16  
   3.259  3.553161616e-43  2.130888171e+16  
   3.26   3.556908119e-43  2.129619534e+16  
   3.261  3.560656523e-43  2.128350896e+16  
   3.262  3.564406828e-43  2.127082259e+16  
   3.263  3.568159033e-43  2.1262365e+16    
   3.264  3.571913138e-43  2.124967863e+16  
   3.265  3.575669143e-43  2.122853467e+16  
   3.266  3.579427049e-43  2.121584829e+16  
   3.267  3.583186856e-43  2.120739071e+16  
   3.268  3.586948563e-43  2.119470433e+16  
   3.269  3.59071217e-43   2.118201796e+16  
   3.27   3.594477677e-43  2.116933158e+16  
   3.271  3.598245085e-43  2.1160874e+16    
   3.272  3.602014394e-43  2.100017991e+16  
   3.273  3.605785603e-43  2.099172233e+16  
   3.274  3.609558712e-43  2.097903595e+16  
   3.275  3.613333722e-43  2.096634958e+16  
   3.276  3.617110632e-43  2.09536632e+16   
   3.277  3.620889443e-43  2.093674804e+16  
   3.278  3.624670154e-43  2.092406166e+16  
   3.279  3.628452765e-43  2.091137529e+16  
   3.28   3.632237278e-43  2.09029177e+16   
   3.281  3.63602369e-43   2.089023133e+16  
   3.282  3.639812003e-43  2.087754495e+16  
   3.283  3.643602217e-43  2.086485858e+16  
   3.284  3.647394331e-43  2.085640099e+16  
   3.285  3.651188346e-43  2.084371462e+16  
   3.286  3.654984261e-43  2.082679945e+16  
   3.287  3.658782077e-43  2.081834187e+16  
   3.288  3.662581793e-43  2.07506812e+16   
   3.289  3.66638341e-43   2.073799482e+16  
   3.29   3.670186928e-43  2.067033416e+16  
   3.291  3.673992346e-43  2.066187657e+16  
   3.292  3.677799665e-43  2.06491902e+16   
   3.293  3.681608884e-43  2.063650382e+16  
   3.294  3.685420004e-43  2.062804624e+16  
   3.295  3.689233024e-43  2.061113107e+16  
   3.296  3.693047945e-43  2.060267349e+16  
   3.297  3.696864767e-43  2.058998711e+16  
   3.298  3.700683489e-43  2.057730074e+16  
   3.299  3.704504112e-43  2.056461436e+16  
   3.3    3.708326635e-43  2.055615678e+16  
   3.301  3.71215106e-43   2.05434704e+16   
   3.302  3.715977384e-43  2.053078403e+16  
   3.303  3.71980561e-43   2.051809765e+16  
   3.304  3.723635736e-43  2.050964007e+16  
   3.305  3.727467763e-43  2.049695369e+16  
   3.306  3.731301691e-43  2.048426732e+16  
   3.307  3.735137519e-43  2.047580973e+16  
   3.308  3.738975248e-43  2.046312336e+16  
   3.309  3.742814877e-43  2.044620819e+16  
   3.31   3.746656408e-43  2.040392027e+16  
   3.311  3.750499839e-43  2.038700511e+16  
   3.312  3.75434517e-43   2.037431873e+16  
   3.313  3.758192403e-43  2.036163236e+16  
   3.314  3.762041536e-43  2.034894598e+16  
   3.315  3.76589257e-43   2.03404884e+16   
   3.316  3.769745505e-43  2.032780202e+16  
   3.317  3.77360034e-43   2.031511565e+16  
   3.318  3.777457077e-43  2.030242927e+16  
   3.319  3.781315714e-43  2.02855141e+16   
   3.32   3.785176251e-43  2.026859894e+16  
   3.321  3.78903869e-43   2.025168377e+16  
   3.322  3.792903029e-43  2.024322619e+16  
   3.323  3.796769269e-43  2.022631102e+16  
   3.324  3.80063741e-43   2.021362464e+16  
   3.325  3.804507452e-43  2.020516706e+16  
   3.326  3.808379395e-43  2.016287914e+16  
   3.327  3.812253238e-43  2.015019277e+16  
   3.328  3.816128982e-43  2.014173518e+16  
   3.329  3.820006627e-43  2.012904881e+16  
   3.33   3.823886173e-43  2.011636243e+16  
   3.331  3.82776762e-43   2.010790485e+16  
   3.332  3.831650968e-43  2.009521848e+16  
   3.333  3.835536216e-43  2.007830331e+16  
   3.334  3.839423365e-43  2.006984572e+16  
   3.335  3.843312416e-43  2.004870177e+16  
   3.336  3.847203367e-43  2.004024418e+16  
   3.337  3.851096219e-43  2.002755781e+16  
   3.338  3.854990972e-43  2.001487143e+16  
   3.339  3.858887625e-43  2.000218506e+16  
   3.34   3.86278618e-43   1.999372747e+16  
   3.341  3.866686636e-43  1.99810411e+16   
   3.342  3.870588992e-43  1.996835472e+16  
   3.343  3.87449325e-43   1.995566835e+16  
   3.344  3.878399408e-43  1.994721076e+16  
   3.345  3.882307467e-43  1.993452439e+16  
   3.346  3.886217428e-43  1.992183801e+16  
   3.347  3.890129289e-43  1.990915164e+16  
   3.348  3.894043051e-43  1.989646526e+16  
   3.349  3.897958714e-43  1.988800768e+16  
   3.35   3.901876278e-43  1.987109251e+16  
   3.351  3.905795744e-43  1.986263493e+16  
   3.352  3.90971711e-43   1.984994855e+16  
   3.353  3.913640377e-43  1.983726218e+16  
   3.354  3.917565545e-43  1.98245758e+16   
   3.355  3.921492614e-43  1.981611822e+16  
   3.356  3.925421584e-43  1.980343184e+16  
   3.357  3.929352455e-43  1.979074547e+16  
   3.358  3.933285227e-43  1.977805909e+16  
   3.359  3.9372199e-43    1.976960151e+16  
   3.36   3.941156474e-43  1.975691513e+16  
   3.361  3.94509495e-43   1.974422876e+16  
   3.362  3.949035326e-43  1.973154238e+16  
   3.363  3.952977603e-43  1.971885601e+16  
   3.364  3.956921781e-43  1.970616963e+16  
   3.365  3.960867861e-43  1.969348326e+16  
   3.366  3.964815841e-43  1.968079688e+16  
   3.367  3.968765723e-43  1.965965292e+16  
   3.368  3.972717505e-43  1.964696655e+16  
   3.369  3.976671189e-43  1.963005138e+16  
   3.37   3.980626774e-43  1.96215938e+16   
   3.371  3.98458426e-43   1.960044984e+16  
   3.372  3.988543647e-43  1.958776346e+16  
   3.373  3.992504935e-43  1.95666195e+16   
   3.374  3.996468124e-43  1.955393313e+16  
   3.375  4.000433215e-43  1.954124675e+16  
   3.376  4.004400206e-43  1.953278917e+16  
   3.377  4.008369099e-43  1.95201028e+16   
   3.378  4.012339892e-43  1.950741642e+16  
   3.379  4.016312587e-43  1.949473004e+16  
   3.38   4.020287183e-43  1.948204367e+16  
   3.381  4.024263681e-43  1.946935729e+16  
   3.382  4.028242079e-43  1.944398454e+16  
   3.383  4.032222379e-43  1.943552696e+16  
   3.384  4.036204579e-43  1.942284058e+16  
   3.385  4.040188681e-43  1.941015421e+16  
   3.386  4.044174684e-43  1.939746783e+16  
   3.387  4.048162588e-43  1.938901025e+16  
   3.388  4.052152394e-43  1.937209508e+16  
   3.389  4.056144101e-43  1.935517992e+16  
   3.39   4.060137708e-43  1.934672233e+16  
   3.391  4.064133217e-43  1.933403596e+16  
   3.392  4.068130628e-43  1.932134958e+16  
   3.393  4.072129939e-43  1.930866321e+16  
   3.394  4.076131152e-43  1.929174804e+16  
   3.395  4.080134266e-43  1.925791771e+16  
   3.396  4.084139281e-43  1.924523133e+16  
   3.397  4.088146198e-43  1.923254495e+16  
   3.398  4.092155015e-43  1.921985858e+16  
   3.399  4.096165734e-43  1.9211401e+16    
   3.4    4.100178355e-43  1.919871462e+16  
   3.401  4.104192876e-43  1.918602825e+16  
   3.402  4.108209299e-43  1.911413879e+16  
   3.403  4.112227623e-43  1.910145241e+16  
   3.404  4.116247848e-43  1.894498711e+16  
   3.405  4.120269975e-43  1.893652953e+16  
   3.406  4.124294003e-43  1.892384316e+16  
   3.407  4.128319932e-43  1.891115678e+16  
   3.408  4.132347763e-43  1.89026992e+16   
   3.409  4.136377494e-43  1.888578403e+16  
   3.41   4.140409128e-43  1.887732645e+16  
   3.411  4.144442662e-43  1.88519537e+16   
   3.412  4.148478098e-43  1.884349611e+16  
   3.413  4.152515435e-43  1.883080974e+16  
   3.414  4.156554673e-43  1.881812336e+16  
   3.415  4.160595813e-43  1.880966578e+16  
   3.416  4.164638854e-43  1.87969794e+16   
   3.417  4.168683797e-43  1.878852182e+16  
   3.418  4.172730641e-43  1.877583544e+16  
   3.419  4.176779386e-43  1.876314907e+16  
   3.42   4.180830033e-43  1.875046269e+16  
   3.421  4.184882581e-43  1.873777632e+16  
   3.422  4.18893703e-43   1.872931873e+16  
   3.423  4.192993381e-43  1.871663236e+16  
   3.424  4.197051633e-43  1.870394598e+16  
   3.425  4.201111786e-43  1.869125961e+16  
   3.426  4.205173841e-43  1.853056552e+16  
   3.427  4.209237798e-43  1.852210794e+16  
   3.428  4.213303655e-43  1.850942156e+16  
   3.429  4.217371415e-43  1.84882776e+16   
   3.43   4.221441075e-43  1.847982002e+16  
   3.431  4.225512637e-43  1.846713365e+16  
   3.432  4.229586101e-43  1.845867606e+16  
   3.433  4.233661465e-43  1.844598969e+16  
   3.434  4.237738732e-43  1.84375321e+16   
   3.435  4.241817899e-43  1.842484573e+16  
   3.436  4.245898969e-43  1.841638814e+16  
   3.437  4.249981939e-43  1.840370177e+16  
   3.438  4.254066811e-43  1.839524419e+16  
   3.439  4.258153585e-43  1.838255781e+16  
   3.44   4.26224226e-43   1.837410023e+16  
   3.441  4.266332837e-43  1.836141385e+16  
   3.442  4.270425315e-43  1.835295627e+16  
   3.443  4.274519694e-43  1.834026989e+16  
   3.444  4.278615975e-43  1.833181231e+16  
   3.445  4.282714158e-43  1.831912593e+16  
   3.446  4.286814242e-43  1.831066835e+16  
   3.447  4.290916227e-43  1.829798197e+16  
   3.448  4.295020114e-43  1.828952439e+16  
   3.449  4.299125903e-43  1.827683802e+16  
   3.45   4.303233593e-43  1.825569406e+16  
   3.451  4.307343184e-43  1.824723647e+16  
   3.452  4.311454677e-43  1.823032131e+16  
   3.453  4.315568072e-43  1.822186372e+16  
   3.454  4.319683368e-43  1.821340614e+16  
   3.455  4.323800566e-43  1.820071976e+16  
   3.456  4.327919665e-43  1.818803339e+16  
   3.457  4.332040666e-43  1.817534701e+16  
   3.458  4.336163568e-43  1.816266064e+16  
   3.459  4.340288372e-43  1.814997426e+16  
   3.46   4.344415078e-43  1.814151668e+16  
   3.461  4.348543685e-43  1.81288303e+16   
   3.462  4.352674193e-43  1.812037272e+16  
   3.463  4.356806603e-43  1.810768634e+16  
   3.464  4.360940915e-43  1.809922876e+16  
   3.465  4.365077129e-43  1.808654239e+16  
   3.466  4.369215244e-43  1.807385601e+16  
   3.467  4.37335526e-43   1.806116964e+16  
   3.468  4.377497178e-43  1.805271205e+16  
   3.469  4.381640998e-43  1.804002568e+16  
   3.47   4.38578672e-43   1.80273393e+16   
   3.471  4.389934343e-43  1.801888172e+16  
   3.472  4.394083867e-43  1.800619534e+16  
   3.473  4.398235294e-43  1.799773776e+16  
   3.474  4.402388621e-43  1.798505138e+16  
   3.475  4.406543851e-43  1.79258483e+16   
   3.476  4.410700982e-43  1.790893313e+16  
   3.477  4.414860015e-43  1.788778917e+16  
   3.478  4.419020949e-43  1.78751028e+16   
   3.479  4.423183786e-43  1.786241642e+16  
   3.48   4.427348523e-43  1.785395884e+16  
   3.481  4.431515163e-43  1.783704367e+16  
   3.482  4.435683704e-43  1.782858609e+16  
   3.483  4.439854147e-43  1.781589971e+16  
   3.484  4.444026491e-43  1.779052696e+16  
   3.485  4.448200737e-43  1.773978146e+16  
   3.486  4.452376885e-43  1.773132388e+16  
   3.487  4.456554935e-43  1.772286629e+16  
   3.488  4.460734886e-43  1.771017992e+16  
   3.489  4.464916739e-43  1.769749354e+16  
   3.49   4.469100494e-43  1.768903596e+16  
   3.491  4.47328615e-43   1.767634958e+16  
   3.492  4.477473708e-43  1.7667892e+16    
   3.493  4.481663168e-43  1.765943442e+16  
   3.494  4.485854529e-43  1.764674804e+16  
   3.495  4.490047792e-43  1.763829046e+16  
   3.496  4.494242957e-43  1.762560408e+16  
   3.497  4.498440024e-43  1.761291771e+16  
   3.498  4.502638993e-43  1.760023133e+16  
   3.499  4.506839863e-43  1.759177375e+16  
   3.5    4.511042635e-43  1.757485858e+16  
   3.501  4.515247308e-43  1.7566401e+16    
   3.502  4.519453884e-43  1.755794342e+16  
   3.503  4.523662361e-43  1.754525704e+16  
   3.504  4.52787274e-43   1.753679946e+16  
   3.505  4.53208502e-43   1.752411308e+16  
   3.506  4.536299203e-43  1.75156555e+16   
   3.507  4.540515287e-43  1.750719791e+16  
   3.508  4.544733273e-43  1.749451154e+16  
   3.509  4.548953161e-43  1.748605396e+16  
   3.51   4.553174951e-43  1.746491e+16     
   3.511  4.557398642e-43  1.745645241e+16  
   3.512  4.561624235e-43  1.743953725e+16  
   3.513  4.56585173e-43   1.743107966e+16  
   3.514  4.570081127e-43  1.742262208e+16  
   3.515  4.574312426e-43  1.74099357e+16   
   3.516  4.578545626e-43  1.739302054e+16  
   3.517  4.582780728e-43  1.738033416e+16  
   3.518  4.587017732e-43  1.737187658e+16  
   3.519  4.591256638e-43  1.73591902e+16   
   3.52   4.595497446e-43  1.735073262e+16  
   3.521  4.599740156e-43  1.733804624e+16  
   3.522  4.603984767e-43  1.732958866e+16  
   3.523  4.60823128e-43   1.731690228e+16  
   3.524  4.612479695e-43  1.73084447e+16   
   3.525  4.616730012e-43  1.729998712e+16  
   3.526  4.620982231e-43  1.728730074e+16  
   3.527  4.625236352e-43  1.727884316e+16  
   3.528  4.629492374e-43  1.72576992e+16   
   3.529  4.633750298e-43  1.724924162e+16  
   3.53   4.638010125e-43  1.724078403e+16  
   3.531  4.642271853e-43  1.722809766e+16  
   3.532  4.646535483e-43  1.721541128e+16  
   3.533  4.650801015e-43  1.720272491e+16  
   3.534  4.655068449e-43  1.719426732e+16  
   3.535  4.659337784e-43  1.718158095e+16  
   3.536  4.663609022e-43  1.717312336e+16  
   3.537  4.667882161e-43  1.716043699e+16  
   3.538  4.672157203e-43  1.715197941e+16  
   3.539  4.676434146e-43  1.713929303e+16  
   3.54   4.680712991e-43  1.713083545e+16  
   3.541  4.684993738e-43  1.711814907e+16  
   3.542  4.689276387e-43  1.71012339e+16   
   3.543  4.693560938e-43  1.709277632e+16  
   3.544  4.697847391e-43  1.708008995e+16  
   3.545  4.702135746e-43  1.70547172e+16   
   3.546  4.706426002e-43  1.703357324e+16  
   3.547  4.710718161e-43  1.702511565e+16  
   3.548  4.715012221e-43  1.701242928e+16  
   3.549  4.719308184e-43  1.69997429e+16   
   3.55   4.723606049e-43  1.698282774e+16  
   3.551  4.727905815e-43  1.697014136e+16  
   3.552  4.732207483e-43  1.696168378e+16  
   3.553  4.736511054e-43  1.69489974e+16   
   3.554  4.740816526e-43  1.694053982e+16  
   3.555  4.7451239e-43    1.693208223e+16  
   3.556  4.749433177e-43  1.691516707e+16  
   3.557  4.753744355e-43  1.690670948e+16  
   3.558  4.758057435e-43  1.689402311e+16  
   3.559  4.762372417e-43  1.688556552e+16  
   3.56   4.766689301e-43  1.687287915e+16  
   3.561  4.771008087e-43  1.686019277e+16  
   3.562  4.775328776e-43  1.68475064e+16   
   3.563  4.779651366e-43  1.683904881e+16  
   3.564  4.783975858e-43  1.683059123e+16  
   3.565  4.788302252e-43  1.681790486e+16  
   3.566  4.792630548e-43  1.680944727e+16  
   3.567  4.796960746e-43  1.67967609e+16   
   3.568  4.801292847e-43  1.678830331e+16  
   3.569  4.805626849e-43  1.677561694e+16  
   3.57   4.809962753e-43  1.676715935e+16  
   3.571  4.814300559e-43  1.675870177e+16  
   3.572  4.818640268e-43  1.67460154e+16   
   3.573  4.822981878e-43  1.673755781e+16  
   3.574  4.82732539e-43   1.672487144e+16  
   3.575  4.831670805e-43  1.671641385e+16  
   3.576  4.836018121e-43  1.669949869e+16  
   3.577  4.84036734e-43   1.668681231e+16  
   3.578  4.84471846e-43   1.667835473e+16  
   3.579  4.849071483e-43  1.666566835e+16  
   3.58   4.853426407e-43  1.665721077e+16  
   3.581  4.857783234e-43  1.664452439e+16  
   3.582  4.862141963e-43  1.663606681e+16  
   3.583  4.866502594e-43  1.662760923e+16  
   3.584  4.870865127e-43  1.661492285e+16  
   3.585  4.875229562e-43  1.660646527e+16  
   3.586  4.879595899e-43  1.659377889e+16  
   3.587  4.883964138e-43  1.658532131e+16  
   3.588  4.888334279e-43  1.657263493e+16  
   3.589  4.892706322e-43  1.656417735e+16  
   3.59   4.897080268e-43  1.655149097e+16  
   3.591  4.901456115e-43  1.654303339e+16  
   3.592  4.905833865e-43  1.653034702e+16  
   3.593  4.910213517e-43  1.652188943e+16  
   3.594  4.914595071e-43  1.650920306e+16  
   3.595  4.918978527e-43  1.650074547e+16  
   3.596  4.923363885e-43  1.64880591e+16   
   3.597  4.927751145e-43  1.647960151e+16  
   3.598  4.932140307e-43  1.646691514e+16  
   3.599  4.936531372e-43  1.644999997e+16  
   3.6    4.940924338e-43  1.64373136e+16   
   3.601  4.945319207e-43  1.642462722e+16  
   3.602  4.949715978e-43  1.641194085e+16  
   3.603  4.954114651e-43  1.640348326e+16  
   3.604  4.958515226e-43  1.639502568e+16  
   3.605  4.962917703e-43  1.63823393e+16   
   3.606  4.967322082e-43  1.637388172e+16  
   3.607  4.971728364e-43  1.635696655e+16  
   3.608  4.976136548e-43  1.634850897e+16  
   3.609  4.980546633e-43  1.633582259e+16  
   3.61   4.984958621e-43  1.632313622e+16  
   3.611  4.989372512e-43  1.631467864e+16  
   3.612  4.993788304e-43  1.630199226e+16  
   3.613  4.998205999e-43  1.629353468e+16  
   3.614  5.002625595e-43  1.62808483e+16   
   3.615  5.007047094e-43  1.627239072e+16  
   3.616  5.011470495e-43  1.626393313e+16  
   3.617  5.015895798e-43  1.625124676e+16  
   3.618  5.020323004e-43  1.623856038e+16  
   3.619  5.024752111e-43  1.622164522e+16  
   3.62   5.029183121e-43  1.620895884e+16  
   3.621  5.033616033e-43  1.620050126e+16  
   3.622  5.038050848e-43  1.618781488e+16  
   3.623  5.042487564e-43  1.61793573e+16   
   3.624  5.046926183e-43  1.616667092e+16  
   3.625  5.051366703e-43  1.615398455e+16  
   3.626  5.055809126e-43  1.614552697e+16  
   3.627  5.060253452e-43  1.613706938e+16  
   3.628  5.064699679e-43  1.612438301e+16  
   3.629  5.069147809e-43  1.611592542e+16  
   3.63   5.073597841e-43  1.610323905e+16  
   3.631  5.078049775e-43  1.609478146e+16  
   3.632  5.082503611e-43  1.608209509e+16  
   3.633  5.08695935e-43   1.606940871e+16  
   3.634  5.091416991e-43  1.606095113e+16  
   3.635  5.095876534e-43  1.604826475e+16  
   3.636  5.100337979e-43  1.603557838e+16  
   3.637  5.104801327e-43  1.60271208e+16   
   3.638  5.109266577e-43  1.601866321e+16  
   3.639  5.113733729e-43  1.600597684e+16  
   3.64   5.118202783e-43  1.599329046e+16  
   3.641  5.12267374e-43   1.598483288e+16  
   3.642  5.127146599e-43  1.579876604e+16  
   3.643  5.13162136e-43   1.578607967e+16  
   3.644  5.136098023e-43  1.577762208e+16  
   3.645  5.140576589e-43  1.57691645e+16   
   3.646  5.145057057e-43  1.576070691e+16  
   3.647  5.149539427e-43  1.574379175e+16  
   3.648  5.1540237e-43    1.573533416e+16  
   3.649  5.158509875e-43  1.572687658e+16  
   3.65   5.162997952e-43  1.5718419e+16    
   3.651  5.167487931e-43  1.570573262e+16  
   3.652  5.171979813e-43  1.569727504e+16  
   3.653  5.176473597e-43  1.568881745e+16  
   3.654  5.180969283e-43  1.567613108e+16  
   3.655  5.185466872e-43  1.56676735e+16   
   3.656  5.189966363e-43  1.565921591e+16  
   3.657  5.194467756e-43  1.564652954e+16  
   3.658  5.198971051e-43  1.563807195e+16  
   3.659  5.203476249e-43  1.562961437e+16  
   3.66   5.207983349e-43  1.56126992e+16   
   3.661  5.212492352e-43  1.560424162e+16  
   3.662  5.217003257e-43  1.559155524e+16  
   3.663  5.221516064e-43  1.557886887e+16  
   3.664  5.226030773e-43  1.557041128e+16  
   3.665  5.230547385e-43  1.555772491e+16  
   3.666  5.235065899e-43  1.554926733e+16  
   3.667  5.239586315e-43  1.553658095e+16  
   3.668  5.244108634e-43  1.552812337e+16  
   3.669  5.248632855e-43  1.551543699e+16  
   3.67   5.253158979e-43  1.550697941e+16  
   3.671  5.257687005e-43  1.549429303e+16  
   3.672  5.262216933e-43  1.548583545e+16  
   3.673  5.266748763e-43  1.547737787e+16  
   3.674  5.271282496e-43  1.546469149e+16  
   3.675  5.275818132e-43  1.545623391e+16  
   3.676  5.280355669e-43  1.544777632e+16  
   3.677  5.284895109e-43  1.543508995e+16  
   3.678  5.289436452e-43  1.542663236e+16  
   3.679  5.293979696e-43  1.541817478e+16  
   3.68   5.298524844e-43  1.540548841e+16  
   3.681  5.303071893e-43  1.539703082e+16  
   3.682  5.307620845e-43  1.538434445e+16  
   3.683  5.312171699e-43  1.537588686e+16  
   3.684  5.316724456e-43  1.536320049e+16  
   3.685  5.321279115e-43  1.53547429e+16   
   3.686  5.325835676e-43  1.534628532e+16  
   3.687  5.33039414e-43   1.533359895e+16  
   3.688  5.334954506e-43  1.532514136e+16  
   3.689  5.339516775e-43  1.520673519e+16  
   3.69   5.344080946e-43  1.519827761e+16  
   3.691  5.348647019e-43  1.518982003e+16  
   3.692  5.353214995e-43  1.518136244e+16  
   3.693  5.357784874e-43  1.516867607e+16  
   3.694  5.362356654e-43  1.516021848e+16  
   3.695  5.366930337e-43  1.51517609e+16   
   3.696  5.371505923e-43  1.514330332e+16  
   3.697  5.376083411e-43  1.513484573e+16  
   3.698  5.380662801e-43  1.512215936e+16  
   3.699  5.385244094e-43  1.510524419e+16  
   3.7    5.389827289e-43  1.509678661e+16  
   3.701  5.394412387e-43  1.508832902e+16  
   3.702  5.398999387e-43  1.507987144e+16  
   3.703  5.403588289e-43  1.507141386e+16  
   3.704  5.408179094e-43  1.505872748e+16  
   3.705  5.412771802e-43  1.50502699e+16   
   3.706  5.417366412e-43  1.504181231e+16  
   3.707  5.421962924e-43  1.495300769e+16  
   3.708  5.426561339e-43  1.494032131e+16  
   3.709  5.431161656e-43  1.493186373e+16  
   3.71   5.435763876e-43  1.492340614e+16  
   3.711  5.440367998e-43  1.491071977e+16  
   3.712  5.444974022e-43  1.490226219e+16  
   3.713  5.449581949e-43  1.48938046e+16   
   3.714  5.454191779e-43  1.488111823e+16  
   3.715  5.458803511e-43  1.486843185e+16  
   3.716  5.463417146e-43  1.485574548e+16  
   3.717  5.468032682e-43  1.484728789e+16  
   3.718  5.472650122e-43  1.483883031e+16  
   3.719  5.477269464e-43  1.483037273e+16  
   3.72   5.481890708e-43  1.482191514e+16  
   3.721  5.486513855e-43  1.480922877e+16  
   3.722  5.491138905e-43  1.480077118e+16  
   3.723  5.495765856e-43  1.47923136e+16   
   3.724  5.500394711e-43  1.477962722e+16  
   3.725  5.505025468e-43  1.477116964e+16  
   3.726  5.509658127e-43  1.476271206e+16  
   3.727  5.514292689e-43  1.475425447e+16  
   3.728  5.518929153e-43  1.474579689e+16  
   3.729  5.52356752e-43   1.473311052e+16  
   3.73   5.528207789e-43  1.472465293e+16  
   3.731  5.532849961e-43  1.471619535e+16  
   3.732  5.537494036e-43  1.470773776e+16  
   3.733  5.542140013e-43  1.469505139e+16  
   3.734  5.546787892e-43  1.468659381e+16  
   3.735  5.551437674e-43  1.467813622e+16  
   3.736  5.556089359e-43  1.466967864e+16  
   3.737  5.560742946e-43  1.465699226e+16  
   3.738  5.565398435e-43  1.464853468e+16  
   3.739  5.570055827e-43  1.46400771e+16   
   3.74   5.574715122e-43  1.463161951e+16  
   3.741  5.579376319e-43  1.462316193e+16  
   3.742  5.584039419e-43  1.461470435e+16  
   3.743  5.588704421e-43  1.460201797e+16  
   3.744  5.593371326e-43  1.459356039e+16  
   3.745  5.598040133e-43  1.453012851e+16  
   3.746  5.602710843e-43  1.452167093e+16  
   3.747  5.607383456e-43  1.450898455e+16  
   3.748  5.612057971e-43  1.449629818e+16  
   3.749  5.616734388e-43  1.448784059e+16  
   3.75   5.621412708e-43  1.447938301e+16  
   3.751  5.626092931e-43  1.447092543e+16  
   3.752  5.630775056e-43  1.445823905e+16  
   3.753  5.635459084e-43  1.444978147e+16  
   3.754  5.640145014e-43  1.444132388e+16  
   3.755  5.644832847e-43  1.44328663e+16   
   3.756  5.649522583e-43  1.442440872e+16  
   3.757  5.654214221e-43  1.441595113e+16  
   3.758  5.658907762e-43  1.440749355e+16  
   3.759  5.663603205e-43  1.439480717e+16  
   3.76   5.668300551e-43  1.438634959e+16  
   3.761  5.672999799e-43  1.437789201e+16  
   3.762  5.67770095e-43   1.436943442e+16  
   3.763  5.682404004e-43  1.436097684e+16  
   3.764  5.68710896e-43   1.434829046e+16  
   3.765  5.691815819e-43  1.433983288e+16  
