#  Created by D.Norcini                  #
#  Version 0 (10/13/16)                  #
#  Key:                                  #
#  [Energy] antineutrino energy in MeV   #
#  [Xsection] IBD cross-section in cm^2  #
#  [Flux] antineutrinos emitted per GJ   #
#
#  Energy Xsection         Flux          #
   3.486  4.452376885e-43  1.764081949e+16  
   3.487  4.456554935e-43  1.762680866e+16  
   3.488  4.460734886e-43  1.761280576e+16  
   3.489  4.464916739e-43  1.759881078e+16  
   3.49   4.469100494e-43  1.758482373e+16  
   3.491  4.47328615e-43   1.757084458e+16  
   3.492  4.477473708e-43  1.755687336e+16  
   3.493  4.481663168e-43  1.754291005e+16  
   3.494  4.485854529e-43  1.752895466e+16  
   3.495  4.490047792e-43  1.751500718e+16  
   3.496  4.494242957e-43  1.750106762e+16  
   3.497  4.498440024e-43  1.748713596e+16  
   3.498  4.502638993e-43  1.747321222e+16  
   3.499  4.506839863e-43  1.745929638e+16  
   3.5    4.511042635e-43  1.744538845e+16  
   3.501  4.515247308e-43  1.743148843e+16  
   3.502  4.519453884e-43  1.741759632e+16  
   3.503  4.523662361e-43  1.74037121e+16   
   3.504  4.52787274e-43   1.738983579e+16  
   3.505  4.53208502e-43   1.737596738e+16  
   3.506  4.536299203e-43  1.736210688e+16  
   3.507  4.540515287e-43  1.734825427e+16  
   3.508  4.544733273e-43  1.733440956e+16  
   3.509  4.548953161e-43  1.732057274e+16  
   3.51   4.553174951e-43  1.730674382e+16  
   3.511  4.557398642e-43  1.729292279e+16  
   3.512  4.561624235e-43  1.727910966e+16  
   3.513  4.56585173e-43   1.726530442e+16  
   3.514  4.570081127e-43  1.725150706e+16  
   3.515  4.574312426e-43  1.72377176e+16   
   3.516  4.578545626e-43  1.722393602e+16  
   3.517  4.582780728e-43  1.721016233e+16  
   3.518  4.587017732e-43  1.719639653e+16  
   3.519  4.591256638e-43  1.718263861e+16  
   3.52   4.595497446e-43  1.716888857e+16  
   3.521  4.599740156e-43  1.715514641e+16  
   3.522  4.603984767e-43  1.714141213e+16  
   3.523  4.60823128e-43   1.712768573e+16  
   3.524  4.612479695e-43  1.71139672e+16   
   3.525  4.616730012e-43  1.710025656e+16  
   3.526  4.620982231e-43  1.708655378e+16  
   3.527  4.625236352e-43  1.707285888e+16  
   3.528  4.629492374e-43  1.705917185e+16  
   3.529  4.633750298e-43  1.704549269e+16  
   3.53   4.638010125e-43  1.703182141e+16  
   3.531  4.642271853e-43  1.701815798e+16  
   3.532  4.646535483e-43  1.700450243e+16  
   3.533  4.650801015e-43  1.699085474e+16  
   3.534  4.655068449e-43  1.697721491e+16  
   3.535  4.659337784e-43  1.696358295e+16  
   3.536  4.663609022e-43  1.694995884e+16  
   3.537  4.667882161e-43  1.69363426e+16   
   3.538  4.672157203e-43  1.692273421e+16  
   3.539  4.676434146e-43  1.690913369e+16  
   3.54   4.680712991e-43  1.689554101e+16  
   3.541  4.684993738e-43  1.688195619e+16  
   3.542  4.689276387e-43  1.686837923e+16  
   3.543  4.693560938e-43  1.685481011e+16  
   3.544  4.697847391e-43  1.684124885e+16  
   3.545  4.702135746e-43  1.682769543e+16  
   3.546  4.706426002e-43  1.681414986e+16  
   3.547  4.710718161e-43  1.680061214e+16  
   3.548  4.715012221e-43  1.678708226e+16  
   3.549  4.719308184e-43  1.677356023e+16  
   3.55   4.723606049e-43  1.676004603e+16  
   3.551  4.727905815e-43  1.674653968e+16  
   3.552  4.732207483e-43  1.673304117e+16  
   3.553  4.736511054e-43  1.671955049e+16  
   3.554  4.740816526e-43  1.670606765e+16  
   3.555  4.7451239e-43    1.669259264e+16  
   3.556  4.749433177e-43  1.667912547e+16  
   3.557  4.753744355e-43  1.666566613e+16  
   3.558  4.758057435e-43  1.665221462e+16  
   3.559  4.762372417e-43  1.663877094e+16  
   3.56   4.766689301e-43  1.662533508e+16  
   3.561  4.771008087e-43  1.661190706e+16  
   3.562  4.775328776e-43  1.659848685e+16  
   3.563  4.779651366e-43  1.658507447e+16  
   3.564  4.783975858e-43  1.657166991e+16  
   3.565  4.788302252e-43  1.655827318e+16  
   3.566  4.792630548e-43  1.654488426e+16  
   3.567  4.796960746e-43  1.653150316e+16  
   3.568  4.801292847e-43  1.651812987e+16  
   3.569  4.805626849e-43  1.65047644e+16   
   3.57   4.809962753e-43  1.649140674e+16  
   3.571  4.814300559e-43  1.64780569e+16   
   3.572  4.818640268e-43  1.646471486e+16  
   3.573  4.822981878e-43  1.645138063e+16  
   3.574  4.82732539e-43   1.643805421e+16  
   3.575  4.831670805e-43  1.64247356e+16   
   3.576  4.836018121e-43  1.641142479e+16  
   3.577  4.84036734e-43   1.639812178e+16  
   3.578  4.84471846e-43   1.638482657e+16  
   3.579  4.849071483e-43  1.637153917e+16  
   3.58   4.853426407e-43  1.635825956e+16  
   3.581  4.857783234e-43  1.634498775e+16  
   3.582  4.862141963e-43  1.633172373e+16  
   3.583  4.866502594e-43  1.631846751e+16  
   3.584  4.870865127e-43  1.630521908e+16  
   3.585  4.875229562e-43  1.629197844e+16  
   3.586  4.879595899e-43  1.62787456e+16   
   3.587  4.883964138e-43  1.626552053e+16  
   3.588  4.888334279e-43  1.625230326e+16  
   3.589  4.892706322e-43  1.623909377e+16  
   3.59   4.897080268e-43  1.622589206e+16  
   3.591  4.901456115e-43  1.621269814e+16  
   3.592  4.905833865e-43  1.619951199e+16  
   3.593  4.910213517e-43  1.618633362e+16  
   3.594  4.914595071e-43  1.617316303e+16  
   3.595  4.918978527e-43  1.616000022e+16  
   3.596  4.923363885e-43  1.614684518e+16  
   3.597  4.927751145e-43  1.613369791e+16  
   3.598  4.932140307e-43  1.612055842e+16  
   3.599  4.936531372e-43  1.610742669e+16  
   3.6    4.940924338e-43  1.609430273e+16  
   3.601  4.945319207e-43  1.608118654e+16  
   3.602  4.949715978e-43  1.606807811e+16  
   3.603  4.954114651e-43  1.605497745e+16  
   3.604  4.958515226e-43  1.604188454e+16  
   3.605  4.962917703e-43  1.60287994e+16   
   3.606  4.967322082e-43  1.601572201e+16  
   3.607  4.971728364e-43  1.600265239e+16  
   3.608  4.976136548e-43  1.598959052e+16  
   3.609  4.980546633e-43  1.59765364e+16   
   3.61   4.984958621e-43  1.596349003e+16  
   3.611  4.989372512e-43  1.595045141e+16  
   3.612  4.993788304e-43  1.593742055e+16  
   3.613  4.998205999e-43  1.592439743e+16  
   3.614  5.002625595e-43  1.591138206e+16  
   3.615  5.007047094e-43  1.589837443e+16  
   3.616  5.011470495e-43  1.588537454e+16  
   3.617  5.015895798e-43  1.58723824e+16   
   3.618  5.020323004e-43  1.585939799e+16  
   3.619  5.024752111e-43  1.584642132e+16  
   3.62   5.029183121e-43  1.583345239e+16  
   3.621  5.033616033e-43  1.582049119e+16  
   3.622  5.038050848e-43  1.580753773e+16  
   3.623  5.042487564e-43  1.5794592e+16    
   3.624  5.046926183e-43  1.578165399e+16  
   3.625  5.051366703e-43  1.576872372e+16  
   3.626  5.055809126e-43  1.575580117e+16  
   3.627  5.060253452e-43  1.574288635e+16  
   3.628  5.064699679e-43  1.572997925e+16  
   3.629  5.069147809e-43  1.571707987e+16  
   3.63   5.073597841e-43  1.570418821e+16  
   3.631  5.078049775e-43  1.569130427e+16  
   3.632  5.082503611e-43  1.567842805e+16  
   3.633  5.08695935e-43   1.566555954e+16  
   3.634  5.091416991e-43  1.565269874e+16  
   3.635  5.095876534e-43  1.563984566e+16  
   3.636  5.100337979e-43  1.562700029e+16  
   3.637  5.104801327e-43  1.561416262e+16  
   3.638  5.109266577e-43  1.560133266e+16  
   3.639  5.113733729e-43  1.558851041e+16  
   3.64   5.118202783e-43  1.557569586e+16  
   3.641  5.12267374e-43   1.556288901e+16  
   3.642  5.127146599e-43  1.555008987e+16  
   3.643  5.13162136e-43   1.553729842e+16  
   3.644  5.136098023e-43  1.552451466e+16  
   3.645  5.140576589e-43  1.551173861e+16  
   3.646  5.145057057e-43  1.549897024e+16  
   3.647  5.149539427e-43  1.548620957e+16  
   3.648  5.1540237e-43    1.547345659e+16  
   3.649  5.158509875e-43  1.546071129e+16  
   3.65   5.162997952e-43  1.544797369e+16  
   3.651  5.167487931e-43  1.543524376e+16  
   3.652  5.171979813e-43  1.542252152e+16  
   3.653  5.176473597e-43  1.540980697e+16  
   3.654  5.180969283e-43  1.539710009e+16  
   3.655  5.185466872e-43  1.538440089e+16  
   3.656  5.189966363e-43  1.537170936e+16  
   3.657  5.194467756e-43  1.535902552e+16  
   3.658  5.198971051e-43  1.534634934e+16  
   3.659  5.203476249e-43  1.533368083e+16  
   3.66   5.207983349e-43  1.532102e+16     
   3.661  5.212492352e-43  1.530836683e+16  
   3.662  5.217003257e-43  1.529572133e+16  
   3.663  5.221516064e-43  1.528308349e+16  
   3.664  5.226030773e-43  1.527045332e+16  
   3.665  5.230547385e-43  1.525783081e+16  
   3.666  5.235065899e-43  1.524521595e+16  
   3.667  5.239586315e-43  1.523260875e+16  
   3.668  5.244108634e-43  1.522000921e+16  
   3.669  5.248632855e-43  1.520741732e+16  
   3.67   5.253158979e-43  1.519483309e+16  
   3.671  5.257687005e-43  1.51822565e+16   
   3.672  5.262216933e-43  1.516968757e+16  
   3.673  5.266748763e-43  1.515712628e+16  
   3.674  5.271282496e-43  1.514457263e+16  
   3.675  5.275818132e-43  1.513202663e+16  
   3.676  5.280355669e-43  1.511948827e+16  
   3.677  5.284895109e-43  1.510695755e+16  
   3.678  5.289436452e-43  1.509443447e+16  
   3.679  5.293979696e-43  1.508191902e+16  
   3.68   5.298524844e-43  1.506941121e+16  
   3.681  5.303071893e-43  1.505691103e+16  
   3.682  5.307620845e-43  1.504441849e+16  
   3.683  5.312171699e-43  1.503193357e+16  
   3.684  5.316724456e-43  1.501945628e+16  
   3.685  5.321279115e-43  1.500698661e+16  
   3.686  5.325835676e-43  1.499452457e+16  
   3.687  5.33039414e-43   1.498207015e+16  
   3.688  5.334954506e-43  1.496962335e+16  
   3.689  5.339516775e-43  1.495718417e+16  
   3.69   5.344080946e-43  1.49447526e+16   
   3.691  5.348647019e-43  1.493232865e+16  
   3.692  5.353214995e-43  1.491991231e+16  
   3.693  5.357784874e-43  1.490750359e+16  
   3.694  5.362356654e-43  1.489510247e+16  
   3.695  5.366930337e-43  1.488270896e+16  
   3.696  5.371505923e-43  1.487032306e+16  
   3.697  5.376083411e-43  1.485794476e+16  
   3.698  5.380662801e-43  1.484557406e+16  
   3.699  5.385244094e-43  1.483321096e+16  
   3.7    5.389827289e-43  1.482085546e+16  
   3.701  5.394412387e-43  1.480850756e+16  
   3.702  5.398999387e-43  1.479616725e+16  
   3.703  5.403588289e-43  1.478383454e+16  
   3.704  5.408179094e-43  1.477150941e+16  
   3.705  5.412771802e-43  1.475919188e+16  
   3.706  5.417366412e-43  1.474688193e+16  
   3.707  5.421962924e-43  1.473457957e+16  
   3.708  5.426561339e-43  1.472228479e+16  
   3.709  5.431161656e-43  1.470999759e+16  
   3.71   5.435763876e-43  1.469771797e+16  
   3.711  5.440367998e-43  1.468544593e+16  
   3.712  5.444974022e-43  1.467318147e+16  
   3.713  5.449581949e-43  1.466092458e+16  
   3.714  5.454191779e-43  1.464867526e+16  
   3.715  5.458803511e-43  1.463643352e+16  
   3.716  5.463417146e-43  1.462419934e+16  
   3.717  5.468032682e-43  1.461197273e+16  
   3.718  5.472650122e-43  1.459975369e+16  
   3.719  5.477269464e-43  1.45875422e+16   
   3.72   5.481890708e-43  1.457533828e+16  
   3.721  5.486513855e-43  1.456314192e+16  
   3.722  5.491138905e-43  1.455095312e+16  
   3.723  5.495765856e-43  1.453877187e+16  
   3.724  5.500394711e-43  1.452659817e+16  
   3.725  5.505025468e-43  1.451443203e+16  
   3.726  5.509658127e-43  1.450227343e+16  
   3.727  5.514292689e-43  1.449012239e+16  
   3.728  5.518929153e-43  1.447797889e+16  
   3.729  5.52356752e-43   1.446584293e+16  
   3.73   5.528207789e-43  1.445371452e+16  
   3.731  5.532849961e-43  1.444159365e+16  
   3.732  5.537494036e-43  1.442948031e+16  
   3.733  5.542140013e-43  1.441737451e+16  
   3.734  5.546787892e-43  1.440527625e+16  
   3.735  5.551437674e-43  1.439318552e+16  
   3.736  5.556089359e-43  1.438110232e+16  
   3.737  5.560742946e-43  1.436902665e+16  
   3.738  5.565398435e-43  1.43569585e+16   
   3.739  5.570055827e-43  1.434489788e+16  
   3.74   5.574715122e-43  1.433284479e+16  
   3.741  5.579376319e-43  1.432079921e+16  
   3.742  5.584039419e-43  1.430876115e+16  
   3.743  5.588704421e-43  1.429673061e+16  
   3.744  5.593371326e-43  1.428470759e+16  
   3.745  5.598040133e-43  1.427269208e+16  
   3.746  5.602710843e-43  1.426068408e+16  
   3.747  5.607383456e-43  1.424868359e+16  
   3.748  5.612057971e-43  1.423669061e+16  
   3.749  5.616734388e-43  1.422470513e+16  
   3.75   5.621412708e-43  1.421272715e+16  
   3.751  5.626092931e-43  1.420075668e+16  
   3.752  5.630775056e-43  1.418879371e+16  
   3.753  5.635459084e-43  1.417683824e+16  
   3.754  5.640145014e-43  1.416489026e+16  
   3.755  5.644832847e-43  1.415294977e+16  
   3.756  5.649522583e-43  1.414101678e+16  
   3.757  5.654214221e-43  1.412909127e+16  
   3.758  5.658907762e-43  1.411717326e+16  
   3.759  5.663603205e-43  1.410526273e+16  
   3.76   5.668300551e-43  1.409335968e+16  
   3.761  5.672999799e-43  1.408146411e+16  
   3.762  5.67770095e-43   1.406957603e+16  
   3.763  5.682404004e-43  1.405769542e+16  
   3.764  5.68710896e-43   1.404582229e+16  
   3.765  5.691815819e-43  1.403395663e+16  
   3.766  5.69652458e-43   1.402209845e+16  
   3.767  5.701235244e-43  1.401024773e+16  
   3.768  5.705947811e-43  1.399840448e+16  
   3.769  5.71066228e-43   1.39865687e+16   
   3.77   5.715378652e-43  1.397474038e+16  
   3.771  5.720096926e-43  1.396291953e+16  
   3.772  5.724817103e-43  1.395110613e+16  
   3.773  5.729539183e-43  1.393930019e+16  
   3.774  5.734263165e-43  1.392750171e+16  
   3.775  5.73898905e-43   1.391571068e+16  
   3.776  5.743716837e-43  1.39039271e+16   
   3.777  5.748446528e-43  1.389215098e+16  
   3.778  5.75317812e-43   1.38803823e+16   
   3.779  5.757911616e-43  1.386862106e+16  
   3.78   5.762647014e-43  1.385686727e+16  
   3.781  5.767384314e-43  1.384512092e+16  
   3.782  5.772123518e-43  1.383338201e+16  
   3.783  5.776864624e-43  1.382165054e+16  
   3.784  5.781607632e-43  1.380992651e+16  
   3.785  5.786352543e-43  1.37982099e+16   
   3.786  5.791099357e-43  1.378650073e+16  
   3.787  5.795848074e-43  1.377479899e+16  
   3.788  5.800598693e-43  1.376310468e+16  
   3.789  5.805351215e-43  1.375141779e+16  
   3.79   5.810105639e-43  1.373973832e+16  
   3.791  5.814861966e-43  1.372806628e+16  
   3.792  5.819620196e-43  1.371640165e+16  
   3.793  5.824380328e-43  1.370474444e+16  
   3.794  5.829142363e-43  1.369309465e+16  
   3.795  5.833906301e-43  1.368145227e+16  
   3.796  5.838672141e-43  1.36698173e+16   
   3.797  5.843439884e-43  1.365818974e+16  
   3.798  5.84820953e-43   1.364656959e+16  
   3.799  5.852981079e-43  1.363495684e+16  
   3.8    5.85775453e-43   1.362335149e+16  
   3.801  5.862529884e-43  1.361175354e+16  
   3.802  5.86730714e-43   1.3600163e+16    
   3.803  5.872086299e-43  1.358857985e+16  
   3.804  5.876867361e-43  1.357700409e+16  
   3.805  5.881650325e-43  1.356543572e+16  
   3.806  5.886435193e-43  1.355387475e+16  
   3.807  5.891221962e-43  1.354232116e+16  
   3.808  5.896010635e-43  1.353077496e+16  
   3.809  5.90080121e-43   1.351923614e+16  
   3.81   5.905593688e-43  1.350770471e+16  
   3.811  5.910388069e-43  1.349618065e+16  
   3.812  5.915184352e-43  1.348466397e+16  
   3.813  5.919982538e-43  1.347315467e+16  
   3.814  5.924782627e-43  1.346165274e+16  
   3.815  5.929584619e-43  1.345015818e+16  
   3.816  5.934388513e-43  1.343867099e+16  
   3.817  5.93919431e-43   1.342719117e+16  
   3.818  5.944002009e-43  1.341571871e+16  
   3.819  5.948811612e-43  1.340425362e+16  
   3.82   5.953623117e-43  1.339279588e+16  
   3.821  5.958436524e-43  1.338134551e+16  
   3.822  5.963251835e-43  1.336990249e+16  
   3.823  5.968069048e-43  1.335846682e+16  
   3.824  5.972888164e-43  1.334703851e+16  
   3.825  5.977709183e-43  1.333561755e+16  
   3.826  5.982532104e-43  1.332420393e+16  
   3.827  5.987356928e-43  1.331279766e+16  
   3.828  5.992183655e-43  1.330139873e+16  
   3.829  5.997012285e-43  1.329000715e+16  
   3.83   6.001842817e-43  1.32786229e+16   
   3.831  6.006675252e-43  1.3267246e+16    
   3.832  6.01150959e-43   1.325587642e+16  
   3.833  6.016345831e-43  1.324451418e+16  
   3.834  6.021183974e-43  1.323315927e+16  
   3.835  6.02602402e-43   1.322181169e+16  
   3.836  6.030865969e-43  1.321047144e+16  
   3.837  6.03570982e-43   1.319913851e+16  
   3.838  6.040555575e-43  1.31878129e+16   
   3.839  6.045403232e-43  1.317649461e+16  
   3.84   6.050252792e-43  1.316518364e+16  
   3.841  6.055104254e-43  1.315387998e+16  
   3.842  6.05995762e-43   1.314258364e+16  
   3.843  6.064812888e-43  1.313129461e+16  
   3.844  6.069670059e-43  1.312001289e+16  
   3.845  6.074529132e-43  1.310873847e+16  
   3.846  6.079390109e-43  1.309747136e+16  
   3.847  6.084252988e-43  1.308621155e+16  
   3.848  6.08911777e-43   1.307495905e+16  
   3.849  6.093984455e-43  1.306371384e+16  
   3.85   6.098853042e-43  1.305247592e+16  
   3.851  6.103723533e-43  1.30412453e+16   
   3.852  6.108595926e-43  1.303002198e+16  
   3.853  6.113470222e-43  1.301880594e+16  
   3.854  6.11834642e-43   1.300759719e+16  
   3.855  6.123224522e-43  1.299639572e+16  
   3.856  6.128104526e-43  1.298520154e+16  
   3.857  6.132986433e-43  1.297401463e+16  
   3.858  6.137870243e-43  1.296283501e+16  
   3.859  6.142755956e-43  1.295166266e+16  
   3.86   6.147643571e-43  1.294049759e+16  
   3.861  6.152533089e-43  1.292933978e+16  
   3.862  6.15742451e-43   1.291818925e+16  
   3.863  6.162317834e-43  1.290704599e+16  
   3.864  6.167213061e-43  1.289590999e+16  
   3.865  6.17211019e-43   1.288478125e+16  
   3.866  6.177009223e-43  1.287365977e+16  
   3.867  6.181910158e-43  1.286254555e+16  
   3.868  6.186812996e-43  1.285143859e+16  
   3.869  6.191717736e-43  1.284033888e+16  
   3.87   6.19662438e-43   1.282924643e+16  
   3.871  6.201532926e-43  1.281816122e+16  
   3.872  6.206443375e-43  1.280708326e+16  
   3.873  6.211355727e-43  1.279601255e+16  
   3.874  6.216269982e-43  1.278494908e+16  
   3.875  6.22118614e-43   1.277389285e+16  
   3.876  6.2261042e-43    1.276284385e+16  
   3.877  6.231024164e-43  1.27518021e+16   
   3.878  6.23594603e-43   1.274076758e+16  
   3.879  6.240869799e-43  1.272974029e+16  
   3.88   6.245795471e-43  1.271872023e+16  
   3.881  6.250723045e-43  1.270770739e+16  
   3.882  6.255652523e-43  1.269670178e+16  
   3.883  6.260583903e-43  1.26857034e+16   
   3.884  6.265517186e-43  1.267471223e+16  
   3.885  6.270452372e-43  1.266372829e+16  
   3.886  6.275389461e-43  1.265275155e+16  
   3.887  6.280328453e-43  1.264178204e+16  
   3.888  6.285269348e-43  1.263081973e+16  
   3.889  6.290212145e-43  1.261986463e+16  
   3.89   6.295156845e-43  1.260891674e+16  
   3.891  6.300103448e-43  1.259797606e+16  
   3.892  6.305051954e-43  1.258704257e+16  
   3.893  6.310002363e-43  1.257611629e+16  
   3.894  6.314954675e-43  1.256519721e+16  
   3.895  6.31990889e-43   1.255428532e+16  
   3.896  6.324865007e-43  1.254338062e+16  
   3.897  6.329823027e-43  1.253248311e+16  
   3.898  6.334782951e-43  1.25215928e+16   
   3.899  6.339744777e-43  1.251070967e+16  
   3.9    6.344708506e-43  1.249983372e+16  
   3.901  6.349674137e-43  1.248896495e+16  
   3.902  6.354641672e-43  1.247810337e+16  
   3.903  6.35961111e-43   1.246724896e+16  
   3.904  6.36458245e-43   1.245640173e+16  
   3.905  6.369555693e-43  1.244556167e+16  
   3.906  6.37453084e-43   1.243472878e+16  
   3.907  6.379507889e-43  1.242390305e+16  
   3.908  6.384486841e-43  1.24130845e+16   
   3.909  6.389467696e-43  1.24022731e+16   
   3.91   6.394450453e-43  1.239146887e+16  
   3.911  6.399435114e-43  1.23806718e+16   
   3.912  6.404421678e-43  1.236988188e+16  
   3.913  6.409410144e-43  1.235909912e+16  
   3.914  6.414400513e-43  1.234832351e+16  
   3.915  6.419392786e-43  1.233755505e+16  
   3.916  6.424386961e-43  1.232679374e+16  
   3.917  6.429383039e-43  1.231603957e+16  
   3.918  6.43438102e-43   1.230529254e+16  
   3.919  6.439380904e-43  1.229455266e+16  
   3.92   6.444382691e-43  1.228381991e+16  
   3.921  6.44938638e-43   1.227309429e+16  
   3.922  6.454391973e-43  1.226237582e+16  
   3.923  6.459399468e-43  1.225166447e+16  
   3.924  6.464408867e-43  1.224096025e+16  
   3.925  6.469420168e-43  1.223026316e+16  
   3.926  6.474433372e-43  1.221957319e+16  
   3.927  6.47944848e-43   1.220889034e+16  
   3.928  6.48446549e-43   1.219821461e+16  
   3.929  6.489484403e-43  1.2187546e+16    
   3.93   6.494505219e-43  1.21768845e+16   
   3.931  6.499527938e-43  1.216623012e+16  
   3.932  6.504552559e-43  1.215558285e+16  
   3.933  6.509579084e-43  1.214494268e+16  
   3.934  6.514607512e-43  1.213430962e+16  
   3.935  6.519637842e-43  1.212368366e+16  
   3.936  6.524670076e-43  1.21130648e+16   
   3.937  6.529704212e-43  1.210245304e+16  
   3.938  6.534740252e-43  1.209184838e+16  
   3.939  6.539778194e-43  1.208125081e+16  
   3.94   6.544818039e-43  1.207066033e+16  
   3.941  6.549859788e-43  1.206007694e+16  
   3.942  6.554903439e-43  1.204950063e+16  
   3.943  6.559948993e-43  1.203893141e+16  
   3.944  6.56499645e-43   1.202836927e+16  
   3.945  6.57004581e-43   1.201781421e+16  
   3.946  6.575097073e-43  1.200726623e+16  
   3.947  6.580150239e-43  1.199672532e+16  
   3.948  6.585205308e-43  1.198619149e+16  
   3.949  6.59026228e-43   1.197566472e+16  
   3.95   6.595321155e-43  1.196514502e+16  
   3.951  6.600381932e-43  1.195463239e+16  
   3.952  6.605444613e-43  1.194412682e+16  
   3.953  6.610509197e-43  1.19336283e+16   
   3.954  6.615575683e-43  1.192313685e+16  
   3.955  6.620644073e-43  1.191265245e+16  
   3.956  6.625714366e-43  1.190217511e+16  
   3.957  6.630786561e-43  1.189170482e+16  
   3.958  6.63586066e-43   1.188124157e+16  
   3.959  6.640936661e-43  1.187078537e+16  
   3.96   6.646014566e-43  1.186033621e+16  
   3.961  6.651094373e-43  1.18498941e+16   
   3.962  6.656176084e-43  1.183945902e+16  
   3.963  6.661259697e-43  1.182903098e+16  
   3.964  6.666345213e-43  1.181860998e+16  
   3.965  6.671432633e-43  1.1808196e+16    
   3.966  6.676521955e-43  1.179778906e+16  
   3.967  6.681613181e-43  1.178738914e+16  
   3.968  6.686706309e-43  1.177699624e+16  
   3.969  6.69180134e-43   1.176661037e+16  
   3.97   6.696898275e-43  1.175623151e+16  
   3.971  6.701997112e-43  1.174585968e+16  
   3.972  6.707097852e-43  1.173549486e+16  
   3.973  6.712200495e-43  1.172513705e+16  
   3.974  6.717305042e-43  1.171478625e+16  
   3.975  6.722411491e-43  1.170444245e+16  
   3.976  6.727519843e-43  1.169410567e+16  
   3.977  6.732630099e-43  1.168377588e+16  
   3.978  6.737742257e-43  1.16734531e+16   
   3.979  6.742856318e-43  1.166313731e+16  
   3.98   6.747972282e-43  1.165282852e+16  
   3.981  6.75309015e-43   1.164252672e+16  
   3.982  6.75820992e-43   1.163223191e+16  
   3.983  6.763331593e-43  1.162194409e+16  
   3.984  6.76845517e-43   1.161166325e+16  
   3.985  6.773580649e-43  1.16013894e+16   
   3.986  6.778708031e-43  1.159112253e+16  
   3.987  6.783837317e-43  1.158086263e+16  
   3.988  6.788968505e-43  1.157060971e+16  
   3.989  6.794101597e-43  1.156036377e+16  
   3.99   6.799236591e-43  1.15501248e+16   
   3.991  6.804373488e-43  1.153989279e+16  
   3.992  6.809512289e-43  1.152966775e+16  
   3.993  6.814652992e-43  1.151944967e+16  
   3.994  6.819795599e-43  1.150923856e+16  
   3.995  6.824940108e-43  1.14990344e+16   
   3.996  6.830086521e-43  1.14888372e+16   
   3.997  6.835234837e-43  1.147864695e+16  
   3.998  6.840385055e-43  1.146846366e+16  
   3.999  6.845537177e-43  1.145828731e+16  
   4      6.850691202e-43  1.144811791e+16  
   4.001  6.85584713e-43   1.143795545e+16  
   4.002  6.86100496e-43   1.142779994e+16  
   4.003  6.866164694e-43  1.141765136e+16  
   4.004  6.871326331e-43  1.140750972e+16  
   4.005  6.876489871e-43  1.139737501e+16  
   4.006  6.881655314e-43  1.138724724e+16  
   4.007  6.88682266e-43   1.137712639e+16  
   4.008  6.891991909e-43  1.136701247e+16  
   4.009  6.897163061e-43  1.135690547e+16  
   4.01   6.902336116e-43  1.13468054e+16   
   4.011  6.907511074e-43  1.133671224e+16  
   4.012  6.912687936e-43  1.132662601e+16  
   4.013  6.9178667e-43    1.131654668e+16  
   4.014  6.923047367e-43  1.130647427e+16  
   4.015  6.928229938e-43  1.129640876e+16  
   4.016  6.933414411e-43  1.128635017e+16  
   4.017  6.938600788e-43  1.127629847e+16  
   4.018  6.943789067e-43  1.126625368e+16  
   4.019  6.94897925e-43   1.125621579e+16  
   4.02   6.954171336e-43  1.124618479e+16  
   4.021  6.959365325e-43  1.123616069e+16  
   4.022  6.964561217e-43  1.122614348e+16  
   4.023  6.969759011e-43  1.121613316e+16  
   4.024  6.974958709e-43  1.120612973e+16  
   4.025  6.980160311e-43  1.119613318e+16  
   4.026  6.985363815e-43  1.118614351e+16  
   4.027  6.990569222e-43  1.117616072e+16  
   4.028  6.995776532e-43  1.116618481e+16  
   4.029  7.000985746e-43  1.115621577e+16  
   4.03   7.006196862e-43  1.11462536e+16   
   4.031  7.011409882e-43  1.113629831e+16  
   4.032  7.016624804e-43  1.112634987e+16  
   4.033  7.02184163e-43   1.111640831e+16  
   4.034  7.027060359e-43  1.11064736e+16   
   4.035  7.032280991e-43  1.109654576e+16  
   4.036  7.037503525e-43  1.108662477e+16  
   4.037  7.042727964e-43  1.107671063e+16  
   4.038  7.047954305e-43  1.106680335e+16  
   4.039  7.053182549e-43  1.105690291e+16  
   4.04   7.058412696e-43  1.104700932e+16  
   4.041  7.063644747e-43  1.103712258e+16  
   4.042  7.0688787e-43    1.102724267e+16  
   4.043  7.074114557e-43  1.101736961e+16  
   4.044  7.079352316e-43  1.100750338e+16  
   4.045  7.084591979e-43  1.099764399e+16  
   4.046  7.089833545e-43  1.098779142e+16  
   4.047  7.095077014e-43  1.097794569e+16  
   4.048  7.100322386e-43  1.096810678e+16  
   4.049  7.105569661e-43  1.095827469e+16  
   4.05   7.11081884e-43   1.094844943e+16  
   4.051  7.116069921e-43  1.093863099e+16  
   4.052  7.121322906e-43  1.092881936e+16  
   4.053  7.126577793e-43  1.091901454e+16  
   4.054  7.131834584e-43  1.090921654e+16  
   4.055  7.137093278e-43  1.089942534e+16  
   4.056  7.142353875e-43  1.088964095e+16  
   4.057  7.147616375e-43  1.087986336e+16  
   4.058  7.152880778e-43  1.087009258e+16  
   4.059  7.158147084e-43  1.086032859e+16  
   4.06   7.163415294e-43  1.085057139e+16  
   4.061  7.168685406e-43  1.0840821e+16    
   4.062  7.173957422e-43  1.083107739e+16  
   4.063  7.179231341e-43  1.082134057e+16  
